onset	duration	trial_type	sample	segment_id	source_channel	category_id	reviewer_id	anatomy	soz	electrode_type
0.0	3.0	powerline_60hz	0	x104553	RPD_4	0	3	ctx-lh-insula	0	depth
3.0	3.0	powerline_60hz	15000	x104554	RPD_4	0	3	ctx-lh-insula	0	depth
6.0	3.0	powerline_60hz	30000	x104555	RPD_4	0	3	ctx-lh-insula	0	depth
9.0	3.0	powerline_60hz	45000	x104556	RPD_4	0	3	ctx-lh-insula	0	depth
12.0	3.0	powerline_60hz	60000	x104557	RPD_4	0	3	ctx-lh-insula	0	depth
15.0	3.0	powerline_60hz	75000	x104558	RPD_4	0	3	ctx-lh-insula	0	depth
18.0	3.0	powerline_60hz	90000	x104559	RPD_4	0	3	ctx-lh-insula	0	depth
21.0	3.0	powerline_60hz	105000	x104560	RPD_4	0	3	ctx-lh-insula	0	depth
24.0	3.0	powerline_60hz	120000	x104561	RPD_4	0	3	ctx-lh-insula	0	depth
27.0	3.0	powerline_60hz	135000	x104562	RPD_4	0	3	ctx-lh-insula	0	depth
30.0	3.0	powerline_60hz	150000	x104563	RPD_4	0	3	ctx-lh-insula	0	depth
33.0	3.0	powerline_60hz	165000	x104564	RPD_4	0	3	ctx-lh-insula	0	depth
36.0	3.0	powerline_60hz	180000	x104565	RPD_4	0	3	ctx-lh-insula	0	depth
39.0	3.0	powerline_60hz	195000	x104566	RPD_4	0	3	ctx-lh-insula	0	depth
42.0	3.0	powerline_60hz	210000	x104567	RPD_4	0	3	ctx-lh-insula	0	depth
45.0	3.0	powerline_60hz	225000	x104568	RPD_4	0	3	ctx-lh-insula	0	depth
48.0	3.0	powerline_60hz	240000	x104569	RPD_4	0	3	ctx-lh-insula	0	depth
51.0	3.0	powerline_60hz	255000	x104570	RPD_4	0	3	ctx-lh-insula	0	depth
54.0	3.0	powerline_60hz	270000	x104571	RPD_4	0	3	ctx-lh-insula	0	depth
57.0	3.0	powerline_60hz	285000	x104572	RPD_4	0	3	ctx-lh-insula	0	depth
60.0	3.0	powerline_60hz	300000	x104573	RPD_4	0	3	ctx-lh-insula	0	depth
63.0	3.0	powerline_60hz	315000	x104574	RPD_4	0	3	ctx-lh-insula	0	depth
66.0	3.0	powerline_60hz	330000	x104575	RPD_4	0	3	ctx-lh-insula	0	depth
69.0	3.0	powerline_60hz	345000	x104576	RPD_4	0	3	ctx-lh-insula	0	depth
72.0	3.0	powerline_60hz	360000	x104577	RPD_4	0	3	ctx-lh-insula	0	depth
75.0	3.0	powerline_60hz	375000	x104578	RPD_4	0	3	ctx-lh-insula	0	depth
78.0	3.0	powerline_60hz	390000	x104579	RPD_4	0	3	ctx-lh-insula	0	depth
81.0	3.0	powerline_60hz	405000	x104580	RPD_4	0	3	ctx-lh-insula	0	depth
84.0	3.0	powerline_60hz	420000	x104581	RPD_4	0	3	ctx-lh-insula	0	depth
87.0	3.0	powerline_60hz	435000	x104582	RPD_4	0	3	ctx-lh-insula	0	depth
90.0	3.0	powerline_60hz	450000	x104583	RPD_4	0	3	ctx-lh-insula	0	depth
93.0	3.0	powerline_60hz	465000	x104584	RPD_4	0	3	ctx-lh-insula	0	depth
96.0	3.0	powerline_60hz	480000	x104585	RPD_4	0	3	ctx-lh-insula	0	depth
99.0	3.0	powerline_60hz	495000	x104586	RPD_4	0	3	ctx-lh-insula	0	depth
102.0	3.0	powerline_60hz	510000	x104587	RPD_4	0	3	ctx-lh-insula	0	depth
105.0	3.0	powerline_60hz	525000	x104588	RPD_4	0	3	ctx-lh-insula	0	depth
108.0	3.0	powerline_60hz	540000	x104589	RPD_4	0	3	ctx-lh-insula	0	depth
111.0	3.0	powerline_60hz	555000	x104590	RPD_4	0	3	ctx-lh-insula	0	depth
114.0	3.0	powerline_60hz	570000	x104591	RPD_4	0	3	ctx-lh-insula	0	depth
117.0	3.0	powerline_60hz	585000	x104592	RPD_4	0	3	ctx-lh-insula	0	depth
120.0	3.0	powerline_60hz	600000	x104593	RPD_4	0	3	ctx-lh-insula	0	depth
123.0	3.0	powerline_60hz	615000	x104594	RPD_4	0	3	ctx-lh-insula	0	depth
126.0	3.0	powerline_60hz	630000	x104595	RPD_4	0	3	ctx-lh-insula	0	depth
129.0	3.0	powerline_60hz	645000	x104596	RPD_4	0	3	ctx-lh-insula	0	depth
132.0	3.0	powerline_60hz	660000	x104597	RPD_4	0	3	ctx-lh-insula	0	depth
135.0	3.0	powerline_60hz	675000	x104598	RPD_4	0	3	ctx-lh-insula	0	depth
