name	x	y	z	size	group	material	manufacturer	seizure_onset_zone	anatomical_label
LAMG_1	n/a	n/a	n/a	1.0	LAMG	Platinum/Iridium	AD-Tech Medical / PMT	0	n/a
LAMG_2	n/a	n/a	n/a	1.0	LAMG	Platinum/Iridium	AD-Tech Medical / PMT	1	n/a
LAMG_3	n/a	n/a	n/a	1.0	LAMG	Platinum/Iridium	AD-Tech Medical / PMT	1	n/a
LAMG_4	n/a	n/a	n/a	1.0	LAMG	Platinum/Iridium	AD-Tech Medical / PMT	1	n/a
LHIPO1_1	n/a	n/a	n/a	1.0	LHIPO1_1	Platinum/Iridium	AD-Tech Medical / PMT	1	n/a
LHIPO1_2	n/a	n/a	n/a	1.0	LHIPO1_2	Platinum/Iridium	AD-Tech Medical / PMT	1	n/a
LHIPO1_3	n/a	n/a	n/a	1.0	LHIPO1_3	Platinum/Iridium	AD-Tech Medical / PMT	1	n/a
LHIPO1_4	n/a	n/a	n/a	1.0	LHIPO1_4	Platinum/Iridium	AD-Tech Medical / PMT	0	n/a
LHIPO2_1	n/a	n/a	n/a	1.0	LHIPO2_1	Platinum/Iridium	AD-Tech Medical / PMT	0	n/a
LHIPO2_2	n/a	n/a	n/a	1.0	LHIPO2_2	Platinum/Iridium	AD-Tech Medical / PMT	0	n/a
LHIPO2_3	n/a	n/a	n/a	1.0	LHIPO2_3	Platinum/Iridium	AD-Tech Medical / PMT	0	n/a
LHIPO2_4	n/a	n/a	n/a	1.0	LHIPO2_4	Platinum/Iridium	AD-Tech Medical / PMT	0	n/a
RAMG_1	n/a	n/a	n/a	1.0	RAMG	Platinum/Iridium	AD-Tech Medical / PMT	1	n/a
RAMG_2	n/a	n/a	n/a	1.0	RAMG	Platinum/Iridium	AD-Tech Medical / PMT	0	n/a
RAMG_3	n/a	n/a	n/a	1.0	RAMG	Platinum/Iridium	AD-Tech Medical / PMT	0	n/a
RAMG_4	n/a	n/a	n/a	1.0	RAMG	Platinum/Iridium	AD-Tech Medical / PMT	0	n/a
RHIPO1_1	n/a	n/a	n/a	1.0	RHIPO1_1	Platinum/Iridium	AD-Tech Medical / PMT	1	n/a
RHIPO1_2	n/a	n/a	n/a	1.0	RHIPO1_2	Platinum/Iridium	AD-Tech Medical / PMT	0	n/a
RHIPO1_3	n/a	n/a	n/a	1.0	RHIPO1_3	Platinum/Iridium	AD-Tech Medical / PMT	0	n/a
